Position_X,Position_Y,Position_Z,Unit,Category,Collection,TimePointID,TrackID,ID
241.58,108.69,44.61,um,Surface,Position,42,4000000017,2267
241.21,107.61,44.04,um,Surface,Position,43,4000000017,2334
241.62,106.8,44.81,um,Surface,Position,44,4000000017,2398
242.12,106.99,44.23,um,Surface,Position,45,4000000017,2459
241.28,108.49,43.25,um,Surface,Position,46,4000000017,2520
241.21,109.08,43.36,um,Surface,Position,47,4000000017,2585
240.24,109.12,42.67,um,Surface,Position,48,4000000017,2646
239.11,108.85,40.81,um,Surface,Position,49,4000000017,2713
237.43,109.16,38.56,um,Surface,Position,50,4000000017,2777
237.51,110.66,37.97,um,Surface,Position,51,4000000017,2840
236.04,111.78,37.04,um,Surface,Position,52,4000000017,2900
230.88,114.22,34.08,um,Surface,Position,54,4000000017,3024
234.78,115.86,33.26,um,Surface,Position,55,4000000017,3085
233.62,116.64,34.9,um,Surface,Position,56,4000000017,3148
234.28,118.71,35.75,um,Surface,Position,57,4000000017,3209
236.67,125.87,23.1,um,Surface,Position,58,4000000017,3269
239.64,128.48,22.99,um,Surface,Position,59,4000000017,3337
241.85,130.73,23.38,um,Surface,Position,60,4000000017,3402
241.08,130.46,21.49,um,Surface,Position,61,4000000017,3463
238.08,125.86,19.66,um,Surface,Position,62,4000000017,3519
237.73,125.44,18.58,um,Surface,Position,63,4000000017,3581
238.56,126.36,16.48,um,Surface,Position,64,4000000017,3637
241.13,126.18,13.55,um,Surface,Position,65,4000000017,3689
243.36,127.31,12.12,um,Surface,Position,66,4000000017,3752
241.77,128.13,12.36,um,Surface,Position,67,4000000017,3814
243.72,130.54,12.57,um,Surface,Position,68,4000000017,3875
246.62,132.45,14.39,um,Surface,Position,69,4000000017,3936
251.5,136.54,15.92,um,Surface,Position,70,4000000017,4016
188,52.52,27.82,um,Surface,Position,1,4000000018,18
188.64,50.18,30.06,um,Surface,Position,2,4000000018,57
189.29,48.75,31.66,um,Surface,Position,3,4000000018,97
189.58,46.4,33.31,um,Surface,Position,4,4000000018,137
191.03,46.53,33.9,um,Surface,Position,5,4000000018,179
191.87,47.57,35.9,um,Surface,Position,6,4000000018,226
193.35,48.55,37.71,um,Surface,Position,7,4000000018,269
195.6,48.27,39.08,um,Surface,Position,8,4000000018,316
196.43,46.64,40.02,um,Surface,Position,9,4000000018,365
195.62,44.92,40.1,um,Surface,Position,10,4000000018,411
195.59,44.63,41.03,um,Surface,Position,11,4000000018,460
196.24,46.42,41.87,um,Surface,Position,12,4000000018,510
197.4,50.42,41.16,um,Surface,Position,13,4000000018,560
201.01,53.9,43.09,um,Surface,Position,14,4000000018,613
201.09,54.76,45.08,um,Surface,Position,15,4000000018,664
202.01,55.59,45.28,um,Surface,Position,16,4000000018,717
202.37,56.81,45.59,um,Surface,Position,17,4000000018,771
202.49,59.06,47.17,um,Surface,Position,18,4000000018,830
201.51,59.56,50.38,um,Surface,Position,19,4000000018,883
202.47,60.24,51.44,um,Surface,Position,20,4000000018,941
204.25,59.85,50.72,um,Surface,Position,21,4000000018,997
204.87,59.17,50.81,um,Surface,Position,22,4000000018,1052
204.55,60.71,52.94,um,Surface,Position,23,4000000018,1111
204.35,60.42,53.04,um,Surface,Position,24,4000000018,1168
204.99,59.54,53.61,um,Surface,Position,25,4000000018,1227
206.27,57.39,54.25,um,Surface,Position,26,4000000018,1287
205.93,56.47,55.45,um,Surface,Position,27,4000000018,1346
206.72,53.41,56.57,um,Surface,Position,28,4000000018,1409
207,48.53,56.92,um,Surface,Position,29,4000000018,1474
206.75,47.34,57.83,um,Surface,Position,30,4000000018,1540
204.11,49.15,58.44,um,Surface,Position,31,4000000018,1607
200.71,46.01,59.6,um,Surface,Position,32,4000000018,1672
197.95,43.36,60.33,um,Surface,Position,33,4000000018,1738
195.48,40.41,60.6,um,Surface,Position,34,4000000018,1799
195.46,38.33,60.14,um,Surface,Position,35,4000000018,1862
195.78,35.66,60.08,um,Surface,Position,36,4000000018,1922
196.97,30.66,59.93,um,Surface,Position,37,4000000018,1980
195.83,28.03,58.88,um,Surface,Position,38,4000000018,2038
196.43,25.31,58.94,um,Surface,Position,39,4000000018,2099
197.35,23.61,58.96,um,Surface,Position,40,4000000018,2161
194.33,23.53,58.91,um,Surface,Position,41,4000000018,2222
192.77,21.47,59.31,um,Surface,Position,42,4000000018,2284
193.09,18.21,59.67,um,Surface,Position,43,4000000018,2349
191.38,15.55,60.44,um,Surface,Position,44,4000000018,2413
192.36,13.49,60.7,um,Surface,Position,45,4000000018,2477
193.98,13.18,60.31,um,Surface,Position,46,4000000018,2541
193.2,12.22,60.25,um,Surface,Position,47,4000000018,2603
195.12,9.22,61.08,um,Surface,Position,48,4000000018,2669
196.59,5.97,60.61,um,Surface,Position,49,4000000018,2735
195.12,6.04,61.09,um,Surface,Position,50,4000000018,2800
195.83,5.24,61.14,um,Surface,Position,51,4000000018,2861
196.47,3.49,60.69,um,Surface,Position,52,4000000018,2925
23.68,210.31,27.6,um,Surface,Position,1,4000000019,19
23.18,210.73,27.81,um,Surface,Position,2,4000000019,56
22.32,210.35,28.02,um,Surface,Position,3,4000000019,96
21.09,209.83,28.03,um,Surface,Position,4,4000000019,135
20.64,209.03,27.65,um,Surface,Position,5,4000000019,177
21,208.63,28.15,um,Surface,Position,6,4000000019,219
22,208.35,28.46,um,Surface,Position,7,4000000019,262
23.23,208.57,29.02,um,Surface,Position,8,4000000019,309
23.84,209.7,28.91,um,Surface,Position,9,4000000019,357
24.28,211.23,28.41,um,Surface,Position,10,4000000019,403
25.1,212.41,28.36,um,Surface,Position,11,4000000019,446
26.64,213.3,27.82,um,Surface,Position,12,4000000019,498
28.24,212.84,27.71,um,Surface,Position,13,4000000019,550
29.15,212.74,27.09,um,Surface,Position,14,4000000019,600
29.14,212.79,26.79,um,Surface,Position,15,4000000019,649
28.91,212.52,26.53,um,Surface,Position,16,4000000019,701
29.61,212.79,26.34,um,Surface,Position,17,4000000019,756
30.85,213.94,26.59,um,Surface,Position,18,4000000019,812
32.53,214.48,26.49,um,Surface,Position,19,4000000019,866
33.45,214.18,27.04,um,Surface,Position,20,4000000019,923
35.83,214.43,27.4,um,Surface,Position,21,4000000019,979
37.59,214.78,27.71,um,Surface,Position,22,4000000019,1033
38.44,214.39,27.8,um,Surface,Position,23,4000000019,1091
38.78,213.9,27.9,um,Surface,Position,24,4000000019,1149
39.31,213.53,27.68,um,Surface,Position,25,4000000019,1206
39.38,213.19,27.7,um,Surface,Position,26,4000000019,1262
39.55,213.01,27.31,um,Surface,Position,27,4000000019,1320
39.96,212.81,27.66,um,Surface,Position,28,4000000019,1379
41.49,212.51,28.35,um,Surface,Position,29,4000000019,1442
42.39,212.68,28.59,um,Surface,Position,30,4000000019,1507
43.35,212.75,28.85,um,Surface,Position,31,4000000019,1573
43.54,212.22,29.93,um,Surface,Position,32,4000000019,1640
44.42,211.19,31.06,um,Surface,Position,33,4000000019,1709
44.97,210.03,32.06,um,Surface,Position,34,4000000019,1772
44.98,208.55,32.81,um,Surface,Position,35,4000000019,1836
44.36,207.29,33.49,um,Surface,Position,36,4000000019,1896
44.49,206.25,34.08,um,Surface,Position,37,4000000019,1956
44.57,206.12,35.03,um,Surface,Position,38,4000000019,2015
45.47,206.42,35.39,um,Surface,Position,39,4000000019,2075
46.41,206.3,36.03,um,Surface,Position,40,4000000019,2136
47.57,205.57,38.27,um,Surface,Position,41,4000000019,2200
47.82,205.15,38.98,um,Surface,Position,42,4000000019,2264
47.94,204.7,39.29,um,Surface,Position,43,4000000019,2329
48.19,204.09,38.98,um,Surface,Position,44,4000000019,2397
47.69,203.67,38.42,um,Surface,Position,45,4000000019,2457
47.04,203.05,37.69,um,Surface,Position,46,4000000019,2518
47.85,202.98,38.09,um,Surface,Position,47,4000000019,2583
49.07,203.18,39.07,um,Surface,Position,48,4000000019,2649
49.19,204.01,39.98,um,Surface,Position,49,4000000019,2715
50.91,204.05,41.54,um,Surface,Position,50,4000000019,2783
52.46,204.08,43.06,um,Surface,Position,51,4000000019,2847
52.87,203.73,43.62,um,Surface,Position,52,4000000019,2913
52.71,203.48,44.31,um,Surface,Position,53,4000000019,2976
52.4,203.01,44.91,um,Surface,Position,54,4000000019,3035
52.64,202.58,45.09,um,Surface,Position,55,4000000019,3097
52.79,209.63,48.99,um,Surface,Position,57,4000000019,3228
51.31,211.48,50.22,um,Surface,Position,58,4000000019,3292
52.98,212.49,51.52,um,Surface,Position,59,4000000019,3358
54.52,213.25,53.04,um,Surface,Position,60,4000000019,3425
55.88,213.76,53.86,um,Surface,Position,61,4000000019,3490
57.23,214.63,54.1,um,Surface,Position,62,4000000019,3550
57.34,214.94,54.52,um,Surface,Position,63,4000000019,3614
56.07,215.48,54.04,um,Surface,Position,64,4000000019,3677
54.52,217.61,54.05,um,Surface,Position,65,4000000019,3741
54.44,218.9,53.43,um,Surface,Position,66,4000000019,3804
54.44,219.94,53.87,um,Surface,Position,67,4000000019,3865
51.86,222.01,52.81,um,Surface,Position,68,4000000019,3926
47.78,223.98,52.04,um,Surface,Position,69,4000000019,3987
44.6,227.1,51.64,um,Surface,Position,70,4000000019,4044
44.51,228.89,52.42,um,Surface,Position,71,4000000019,4104
44.18,229.15,53.07,um,Surface,Position,72,4000000019,4160
44.01,228.87,53.96,um,Surface,Position,73,4000000019,4220
43.39,229.6,55.34,um,Surface,Position,74,4000000019,4276
43.4,230.87,56.6,um,Surface,Position,75,4000000019,4333
43.92,232.07,57.3,um,Surface,Position,76,4000000019,4388
45.54,234.08,57.82,um,Surface,Position,77,4000000019,4443
44.33,235.29,59.22,um,Surface,Position,78,4000000019,4497
44.32,236.89,60.51,um,Surface,Position,79,4000000019,4550
267.97,131.94,28.53,um,Surface,Position,1,4000000020,20
267.92,132.12,28.16,um,Surface,Position,2,4000000020,59
267.9,131.98,28.33,um,Surface,Position,3,4000000020,98
268.42,131.28,29,um,Surface,Position,4,4000000020,138
268.5,131.67,29.88,um,Surface,Position,5,4000000020,180
268.18,131.74,29.76,um,Surface,Position,6,4000000020,222
268.64,131.28,29.01,um,Surface,Position,7,4000000020,267
267.06,131.01,28.2,um,Surface,Position,8,4000000020,312
267.03,131.5,28.2,um,Surface,Position,9,4000000020,360
266.39,131.64,28.28,um,Surface,Position,10,4000000020,406
266.46,131.86,28.21,um,Surface,Position,11,4000000020,452
268.69,131.59,29.43,um,Surface,Position,12,4000000020,503
270.32,132.11,30.4,um,Surface,Position,13,4000000020,555
269.72,132.6,29.42,um,Surface,Position,14,4000000020,606
268.82,132.34,29.15,um,Surface,Position,15,4000000020,656
268.26,132.19,28.96,um,Surface,Position,16,4000000020,708
268.7,131.79,29.45,um,Surface,Position,17,4000000020,762
270.02,132.2,30.19,um,Surface,Position,18,4000000020,817
272.71,132.5,31.13,um,Surface,Position,19,4000000020,870
273.21,133.14,31.07,um,Surface,Position,20,4000000020,926
273.17,132.68,30.3,um,Surface,Position,21,4000000020,982
272.51,132.52,29.22,um,Surface,Position,22,4000000020,1037
273.25,132.46,29.23,um,Surface,Position,23,4000000020,1095
273.79,132.6,31.1,um,Surface,Position,24,4000000020,1154
273.41,132.99,32.04,um,Surface,Position,25,4000000020,1214
273.23,133.56,32.92,um,Surface,Position,26,4000000020,1273
273.71,132.78,32.7,um,Surface,Position,27,4000000020,1331
273.67,132.47,33.06,um,Surface,Position,28,4000000020,1391
274.05,132.73,33.96,um,Surface,Position,29,4000000020,1452
273.72,132.62,33.72,um,Surface,Position,30,4000000020,1521
273.09,132.96,33.79,um,Surface,Position,31,4000000020,1584
273.1,132.95,32.95,um,Surface,Position,32,4000000020,1649
272.67,132.81,33.09,um,Surface,Position,33,4000000020,1714
272.88,133.32,33.34,um,Surface,Position,34,4000000020,1778
272.23,134.16,33.79,um,Surface,Position,35,4000000020,1842
272.26,134.58,34.4,um,Surface,Position,36,4000000020,1903
272.79,134.46,34.72,um,Surface,Position,37,4000000020,1961
272.64,134.28,34.09,um,Surface,Position,38,4000000020,2019
272.73,132.98,35.02,um,Surface,Position,39,4000000020,2082
272.71,131.18,35.11,um,Surface,Position,40,4000000020,2144
273.21,131.17,35.43,um,Surface,Position,41,4000000020,2205
273.04,130.87,35.66,um,Surface,Position,42,4000000020,2268
271.95,130.29,35.58,um,Surface,Position,43,4000000020,2331
271.56,130.13,35.26,um,Surface,Position,44,4000000020,2394
272.62,130.18,35.56,um,Surface,Position,45,4000000020,2456
273.66,130.25,35.4,um,Surface,Position,46,4000000020,2521
272.86,129.93,34.64,um,Surface,Position,47,4000000020,2581
272.04,129.62,33.92,um,Surface,Position,48,4000000020,2648
271.79,129.29,33.95,um,Surface,Position,49,4000000020,2711
271.39,128.99,34.22,um,Surface,Position,50,4000000020,2778
271.27,128.78,34.73,um,Surface,Position,51,4000000020,2842
271.19,128.26,34.78,um,Surface,Position,52,4000000020,2908
271.91,127.87,34.52,um,Surface,Position,54,4000000020,3030
271.74,128.12,34.42,um,Surface,Position,55,4000000020,3091
272.59,127.86,34.45,um,Surface,Position,56,4000000020,3154
271.79,127.71,33.92,um,Surface,Position,57,4000000020,3216
271.51,127.5,33.55,um,Surface,Position,58,4000000020,3277
272.41,128,33.76,um,Surface,Position,59,4000000020,3345
272.66,128.8,33.52,um,Surface,Position,60,4000000020,3407
273.16,130.02,33.28,um,Surface,Position,61,4000000020,3472
273.22,130.54,33.46,um,Surface,Position,62,4000000020,3533
272.59,130.71,32.99,um,Surface,Position,63,4000000020,3594
272.17,130.6,32.06,um,Surface,Position,64,4000000020,3656
271.48,130.43,31.04,um,Surface,Position,65,4000000020,3719
267.37,127.45,29.43,um,Surface,Position,66,4000000020,3780
266.66,127.99,28.36,um,Surface,Position,67,4000000020,3842
6.36,175.98,26.02,um,Surface,Position,1,4000000021,21
7.21,178.04,26.17,um,Surface,Position,2,4000000021,58
8.8,178.2,24.92,um,Surface,Position,3,4000000021,95
9.24,178.27,22.1,um,Surface,Position,4,4000000021,134
11.8,177.45,20.8,um,Surface,Position,5,4000000021,174
16.52,175.6,19.84,um,Surface,Position,6,4000000021,216
19.02,174.56,19.82,um,Surface,Position,7,4000000021,259
19.57,175.12,20.05,um,Surface,Position,8,4000000021,303
20.74,176.13,18.63,um,Surface,Position,9,4000000021,348
23.33,174.84,17.98,um,Surface,Position,10,4000000021,395
25.41,172.28,18.3,um,Surface,Position,11,4000000021,441
26.67,170.09,16.96,um,Surface,Position,12,4000000021,488
27.08,169.33,15.96,um,Surface,Position,13,4000000021,539
27.81,169.37,16.34,um,Surface,Position,14,4000000021,591
27.77,170.81,16.11,um,Surface,Position,15,4000000021,638
27.95,170.65,16.64,um,Surface,Position,16,4000000021,696
27.41,169.47,16.61,um,Surface,Position,17,4000000021,748
27.55,170.21,15.69,um,Surface,Position,18,4000000021,801
30.17,170.92,15.84,um,Surface,Position,19,4000000021,859
33.44,170.59,15.56,um,Surface,Position,20,4000000021,914
35.22,168.71,14.88,um,Surface,Position,21,4000000021,969
36.57,167.93,14.45,um,Surface,Position,22,4000000021,1024
37.91,167.94,15.61,um,Surface,Position,23,4000000021,1084
38.92,168.18,16.03,um,Surface,Position,24,4000000021,1143
38.36,167.31,15.42,um,Surface,Position,25,4000000021,1195
38.59,166.64,14.96,um,Surface,Position,26,4000000021,1254
40.41,165.85,14.43,um,Surface,Position,27,4000000021,1313
43.02,166.77,14.45,um,Surface,Position,28,4000000021,1369
46.94,167.39,13.08,um,Surface,Position,29,4000000021,1431
48.04,167.93,12.47,um,Surface,Position,30,4000000021,1483
49.24,167.92,11.67,um,Surface,Position,31,4000000021,1549
50.07,166.59,12.21,um,Surface,Position,32,4000000021,1627
49.52,164.37,12.97,um,Surface,Position,33,4000000021,1692
50.13,163.4,13.31,um,Surface,Position,34,4000000021,1756
50.78,163.33,13.43,um,Surface,Position,35,4000000021,1819
50.31,164.1,12.49,um,Surface,Position,36,4000000021,1870
50.69,165.19,12.87,um,Surface,Position,37,4000000021,1929
49.3,166.27,14.22,um,Surface,Position,38,4000000021,1988
48.71,168.15,16.81,um,Surface,Position,39,4000000021,2061
50.17,170.61,21.07,um,Surface,Position,40,4000000021,2124
51.82,172.3,24.03,um,Surface,Position,41,4000000021,2193
52.57,172.28,24.85,um,Surface,Position,42,4000000021,2259
53.78,172.91,24.14,um,Surface,Position,43,4000000021,2317
54.38,173.24,23.71,um,Surface,Position,44,4000000021,2383
53.06,173.75,23.7,um,Surface,Position,45,4000000021,2449
50.36,173.68,24.42,um,Surface,Position,46,4000000021,2514
48.08,174.26,25.65,um,Surface,Position,47,4000000021,2575
47.04,176.49,26.54,um,Surface,Position,48,4000000021,2643
47.84,178.26,26.7,um,Surface,Position,49,4000000021,2708
47.06,180.49,27.9,um,Surface,Position,50,4000000021,2776
45.65,181.12,28.02,um,Surface,Position,51,4000000021,2838
44.1,179.7,26.51,um,Surface,Position,52,4000000021,2898
42.71,177.99,25.38,um,Surface,Position,53,4000000021,2964
41.93,179.02,25.21,um,Surface,Position,54,4000000021,3020
39.75,180.52,25.99,um,Surface,Position,55,4000000021,3082
38.03,179.77,27.29,um,Surface,Position,56,4000000021,3150
35.67,178.24,28.81,um,Surface,Position,57,4000000021,3211
33.92,176.96,30.91,um,Surface,Position,58,4000000021,3275
30.85,177.33,32.03,um,Surface,Position,59,4000000021,3344
26.36,177.38,33.08,um,Surface,Position,60,4000000021,3408
24.13,176.8,34.57,um,Surface,Position,61,4000000021,3473
23.18,177.98,34.24,um,Surface,Position,62,4000000021,3534
21.49,176.5,33.73,um,Surface,Position,63,4000000021,3596
17.71,173.49,33.16,um,Surface,Position,64,4000000021,3657
11.91,171.52,32.45,um,Surface,Position,65,4000000021,3721
6.82,169.18,32.27,um,Surface,Position,66,4000000021,3783
5.15,169.65,30.94,um,Surface,Position,67,4000000021,3845
4.65,171.3,28.91,um,Surface,Position,68,4000000021,3903
4.61,174.11,27.88,um,Surface,Position,69,4000000021,3963
4.13,172.4,26.58,um,Surface,Position,70,4000000021,4024
3.7,170.6,24.59,um,Surface,Position,71,4000000021,4079
3.72,173.03,25.03,um,Surface,Position,72,4000000021,4140
4.5,174.85,25.22,um,Surface,Position,73,4000000021,4198
4.99,176.18,25.06,um,Surface,Position,74,4000000021,4255
5.02,176.06,24.17,um,Surface,Position,75,4000000021,4312
5.42,175.08,23.92,um,Surface,Position,76,4000000021,4368
5.07,174.36,24.26,um,Surface,Position,77,4000000021,4425
4.73,173.63,23.21,um,Surface,Position,78,4000000021,4476
5.88,177.1,23.94,um,Surface,Position,79,4000000021,4531
6.26,179.15,22.34,um,Surface,Position,80,4000000021,4584
6.36,179.99,21.18,um,Surface,Position,81,4000000021,4636
7.05,180.32,20.87,um,Surface,Position,82,4000000021,4687
7.86,182.71,19.59,um,Surface,Position,83,4000000021,4738
7.45,182.32,18.35,um,Surface,Position,84,4000000021,4788
7.65,182.6,16.98,um,Surface,Position,85,4000000021,4838
9.32,184.13,15.92,um,Surface,Position,86,4000000021,4887
10.63,187.06,12.53,um,Surface,Position,87,4000000021,4925
12.16,191,9.46,um,Surface,Position,88,4000000021,4974
13.29,192.13,8.46,um,Surface,Position,89,4000000021,5025
12.94,192.21,8.1,um,Surface,Position,90,4000000021,5075
12.88,191.18,8.66,um,Surface,Position,91,4000000021,5123
12.88,192.43,8.79,um,Surface,Position,92,4000000021,5177
11.73,192.6,8.8,um,Surface,Position,93,4000000021,5227
9.71,192.62,9,um,Surface,Position,94,4000000021,5278
8.61,193.42,9.02,um,Surface,Position,95,4000000021,5327
7.03,195.84,7.62,um,Surface,Position,96,4000000021,5378
4.87,201.05,9.88,um,Surface,Position,97,4000000021,5428
5.15,202.22,10.49,um,Surface,Position,98,4000000021,5476
5.08,201.77,10.86,um,Surface,Position,99,4000000021,5531
5.14,200.83,10.76,um,Surface,Position,100,4000000021,5582
4.58,202.56,10.89,um,Surface,Position,101,4000000021,5632
5.91,204.07,11.86,um,Surface,Position,102,4000000021,5683
6.75,204.81,12.26,um,Surface,Position,103,4000000021,5735
6.63,204.66,13.05,um,Surface,Position,104,4000000021,5789
5.63,205.22,14.1,um,Surface,Position,105,4000000021,5841
5.06,206.45,14.35,um,Surface,Position,106,4000000021,5902
4.22,206.31,12.27,um,Surface,Position,107,4000000021,5948
4.14,207.41,10.81,um,Surface,Position,108,4000000021,6004
4.64,210.9,9.03,um,Surface,Position,109,4000000021,6058
5.13,214.13,8.76,um,Surface,Position,110,4000000021,6112
5.02,215.66,8.47,um,Surface,Position,111,4000000021,6163
5.08,216.02,8.26,um,Surface,Position,112,4000000021,6215
4.44,215.36,8.48,um,Surface,Position,113,4000000021,6267
3.41,215.74,9.04,um,Surface,Position,114,4000000021,6321
2.38,216.48,9.35,um,Surface,Position,115,4000000021,6378
2.19,215.78,9.41,um,Surface,Position,116,4000000021,6436
356.31,244.95,41.02,um,Surface,Position,1,4000000022,22
356.29,244.91,41.91,um,Surface,Position,2,4000000022,60
355.98,243.46,42.61,um,Surface,Position,3,4000000022,101
355.52,242.41,43,um,Surface,Position,4,4000000022,140
355.81,242.47,44.31,um,Surface,Position,5,4000000022,183
356.16,242.6,45.35,um,Surface,Position,6,4000000022,227
356.47,242.9,46.11,um,Surface,Position,7,4000000022,271
356.57,243.38,46.13,um,Surface,Position,8,4000000022,315
356.96,243.46,45.93,um,Surface,Position,9,4000000022,363
356.77,242.96,46.15,um,Surface,Position,10,4000000022,410
355.93,242.02,46.16,um,Surface,Position,11,4000000022,459
355.52,241.52,46.59,um,Surface,Position,12,4000000022,509
354.71,241.37,47.66,um,Surface,Position,13,4000000022,558
353.84,240.69,48.8,um,Surface,Position,14,4000000022,610
353.12,240.17,49.89,um,Surface,Position,15,4000000022,661
351.59,239.43,50.57,um,Surface,Position,16,4000000022,715
350.16,238.96,51.14,um,Surface,Position,17,4000000022,773
350.35,238.71,51.52,um,Surface,Position,18,4000000022,828
349.51,240.26,52.45,um,Surface,Position,19,4000000022,884
353.22,238.47,51.68,um,Surface,Position,20,4000000022,939
353.6,237.87,51.56,um,Surface,Position,21,4000000022,994
351.29,238.49,52.13,um,Surface,Position,22,4000000022,1053
350.95,237.39,52.41,um,Surface,Position,23,4000000022,1110
351.21,237.32,52.72,um,Surface,Position,24,4000000022,1166
351.47,237.45,52.36,um,Surface,Position,25,4000000022,1224
352.36,238.54,51.43,um,Surface,Position,26,4000000022,1282
353,239.87,50.74,um,Surface,Position,27,4000000022,1337
353.16,240.99,50.36,um,Surface,Position,28,4000000022,1394
353.49,240.85,50.08,um,Surface,Position,29,4000000022,1462
353.5,239.7,49.57,um,Surface,Position,30,4000000022,1524
353.59,238.26,49.33,um,Surface,Position,31,4000000022,1587
353.05,238.38,49.79,um,Surface,Position,32,4000000022,1656
353.81,239.54,50.07,um,Surface,Position,33,4000000022,1721
355.09,241.55,49.14,um,Surface,Position,34,4000000022,1785
355.35,242.23,48.53,um,Surface,Position,35,4000000022,1845
355.63,241.63,47.88,um,Surface,Position,36,4000000022,1901
354.97,240.58,47.17,um,Surface,Position,37,4000000022,1959
354.11,240.16,47.03,um,Surface,Position,38,4000000022,2017
354.7,240.09,47.65,um,Surface,Position,39,4000000022,2078
354.33,240.97,48.52,um,Surface,Position,40,4000000022,2143
353.87,242,48.91,um,Surface,Position,41,4000000022,2207
2.69,49.45,32.89,um,Surface,Position,1,4000000023,23
4.41,47.53,32.72,um,Surface,Position,2,4000000023,61
4.7,45,31.44,um,Surface,Position,3,4000000023,99
4.68,42.22,30.09,um,Surface,Position,4,4000000023,136
5.75,39.14,28.51,um,Surface,Position,5,4000000023,178
7.38,38.71,29.27,um,Surface,Position,6,4000000023,221
10.96,35.68,28.6,um,Surface,Position,7,4000000023,266
12.26,32.22,27.35,um,Surface,Position,8,4000000023,311
10.99,30.7,26.49,um,Surface,Position,9,4000000023,358
9.64,28.91,25.6,um,Surface,Position,10,4000000023,401
10.77,28.25,26.47,um,Surface,Position,11,4000000023,447
12.12,28.82,27.54,um,Surface,Position,12,4000000023,502
11.26,29.17,28.48,um,Surface,Position,13,4000000023,553
12.28,28.34,28.75,um,Surface,Position,14,4000000023,604
11.57,26.8,27.03,um,Surface,Position,15,4000000023,654
9.3,26.6,25.57,um,Surface,Position,16,4000000023,707
10.16,26.03,26.43,um,Surface,Position,17,4000000023,760
13.52,26.34,28.32,um,Surface,Position,18,4000000023,814
16.29,21.7,36.33,um,Surface,Position,19,4000000023,872
15.73,20.49,37.18,um,Surface,Position,20,4000000023,928
15.61,20.24,36.64,um,Surface,Position,21,4000000023,983
15.64,19.43,36.71,um,Surface,Position,22,4000000023,1040
16.48,20.53,36.97,um,Surface,Position,23,4000000023,1099
16.6,21.58,35.68,um,Surface,Position,24,4000000023,1153
17.84,22.09,35.71,um,Surface,Position,25,4000000023,1212
18.7,20.77,36.19,um,Surface,Position,26,4000000023,1271
17.82,19.83,36.83,um,Surface,Position,27,4000000023,1330
17.91,18.46,36.55,um,Surface,Position,28,4000000023,1388
17.83,18.95,36.73,um,Surface,Position,29,4000000023,1447
17.88,18.47,35.51,um,Surface,Position,30,4000000023,1511
17.02,18.79,35.42,um,Surface,Position,31,4000000023,1576
11.82,11.26,26.72,um,Surface,Position,33,4000000023,1707
10.36,8.82,24.83,um,Surface,Position,34,4000000023,1767
12.84,5.72,22.85,um,Surface,Position,35,4000000023,1828
13.34,4.34,23.16,um,Surface,Position,36,4000000023,1890
12.46,3.92,25.4,um,Surface,Position,37,4000000023,1949
118.59,378.17,41.36,um,Surface,Position,1,4000000024,24
118.31,379.56,41.74,um,Surface,Position,2,4000000024,63
118.35,379.68,43.02,um,Surface,Position,3,4000000024,103
118.84,378.35,43.6,um,Surface,Position,4,4000000024,142
118.52,377.61,43.89,um,Surface,Position,5,4000000024,184
118.3,377.23,44.27,um,Surface,Position,6,4000000024,228
115.85,377.43,48.02,um,Surface,Position,7,4000000024,273
114.64,380.33,51.05,um,Surface,Position,8,4000000024,321
112.59,382.01,53.33,um,Surface,Position,9,4000000024,370
108.27,383.95,51.95,um,Surface,Position,10,4000000024,415
106.32,382.78,55.34,um,Surface,Position,11,4000000024,466
105.89,381.59,55.46,um,Surface,Position,12,4000000024,515
106.21,382.23,55,um,Surface,Position,13,4000000024,566
106.93,382.98,54.86,um,Surface,Position,14,4000000024,617
108.36,382.09,55.05,um,Surface,Position,15,4000000024,670
107.97,381.46,56.4,um,Surface,Position,16,4000000024,723
107.05,379.18,56.96,um,Surface,Position,17,4000000024,780
103.09,377.52,57.4,um,Surface,Position,18,4000000024,836
98.22,376.11,58.76,um,Surface,Position,19,4000000024,891
95.03,376.08,59.81,um,Surface,Position,20,4000000024,947
93.14,377.04,59.26,um,Surface,Position,21,4000000024,1001
86.5,376.16,59.07,um,Surface,Position,22,4000000024,1058
81.53,376.82,59.62,um,Surface,Position,23,4000000024,1118
76.36,378.5,60.24,um,Surface,Position,24,4000000024,1176
71.35,378.6,61.06,um,Surface,Position,25,4000000024,1234
68.89,377.68,61.45,um,Surface,Position,26,4000000024,1293
66.81,377.16,61.3,um,Surface,Position,27,4000000024,1352
66.53,376.98,60.96,um,Surface,Position,28,4000000024,1412
69.86,377.42,61.08,um,Surface,Position,29,4000000024,1477
71.51,375.52,61.45,um,Surface,Position,30,4000000024,1543
69.88,375.53,62.31,um,Surface,Position,31,4000000024,1609
324.42,177.37,37.68,um,Surface,Position,1,4000000025,25
318.82,174.16,34.34,um,Surface,Position,2,4000000025,62
316.55,174.35,34.51,um,Surface,Position,3,4000000025,102
317.52,174.29,34.35,um,Surface,Position,4,4000000025,141
320.34,175.08,34.26,um,Surface,Position,5,4000000025,182
321.99,174.59,33.41,um,Surface,Position,6,4000000025,223
322.03,174.98,34.09,um,Surface,Position,7,4000000025,270
321.04,175.66,33.63,um,Surface,Position,8,4000000025,314
